DATE,NIFTY_500_CLOSE,52W_HIGH,52W_LOW,PCT_HIGH,ABOVE_200SMA,PCT_ABOVE_200SMA
2010-01-06,4422.64404296875,19,1,11.7,158,96.9
2010-01-07,4411.5439453125,21,1,12.9,158,96.9
2010-01-08,4405.2939453125,17,1,10.4,158,96.9
2010-01-11,4432.494140625,15,1,9.2,158,96.9
2010-01-12,4391.6943359375,10,0,6.1,158,96.9
2010-01-13,4415.59423828125,17,0,10.4,158,96.9
2010-01-14,4450.4443359375,33,0,20.2,157,96.3
2010-01-15,4468.14404296875,24,0,14.7,157,96.3
2010-01-18,4499.59423828125,21,0,12.9,157,96.3
2010-01-19,4469.2939453125,22,0,13.5,157,96.3
2010-01-20,4453.64404296875,18,0,11.0,157,96.3
2010-01-21,4343.244140625,9,0,5.5,156,95.7
2010-01-22,4310.744140625,4,1,2.5,155,95.1
2010-01-25,4278.54443359375,1,1,0.6,156,95.7
2010-01-27,4125.49462890625,2,0,1.2,150,92.0
2010-01-28,4137.49462890625,2,1,1.2,149,91.4
2010-01-29,4156.04443359375,1,0,0.6,149,91.4
2010-02-01,4196.29443359375,6,0,3.7,150,92.0
2010-02-02,4138.24462890625,10,0,6.1,148,90.8
2010-02-03,4212.0947265625,4,0,2.5,150,92.0
2010-02-04,4139.69482421875,5,0,3.1,148,90.8
2010-02-05,4023.64453125,3,1,1.8,141,86.5
2010-02-08,4067.294677734375,2,0,1.2,145,88.4
2010-02-09,4103.99462890625,1,1,0.6,143,87.2
2010-02-10,4079.694580078125,2,0,1.2,141,86.0
2010-02-11,4123.5947265625,2,0,1.2,145,88.4
2010-02-15,4096.19482421875,3,1,1.8,143,87.2
2010-02-16,4134.64453125,1,2,0.6,142,86.6
2010-02-17,4171.54443359375,7,0,4.3,144,87.8
2010-02-18,4145.8447265625,6,0,3.7,144,87.8
2010-02-19,4102.69482421875,1,0,0.6,141,86.0
2010-02-22,4094.24462890625,5,0,3.0,141,86.0
2010-02-23,4089.694580078125,2,0,1.2,139,84.8
2010-02-24,4080.64453125,1,1,0.6,138,84.1
2010-02-25,4072.3447265625,2,1,1.2,140,85.4
2010-02-26,4127.54443359375,2,0,1.2,142,86.6
2010-03-02,4192.29443359375,4,0,2.4,144,87.8
2010-03-03,4249.8447265625,9,0,5.5,144,87.8
2010-03-04,4262.3447265625,10,0,6.1,145,88.4
2010-03-05,4270.24462890625,17,0,10.4,146,89.0
2010-03-08,4287.744140625,17,0,10.4,146,89.0
2010-03-09,4252.39453125,6,0,3.7,143,87.2
2010-03-10,4253.79443359375,9,0,5.5,144,87.8
2010-03-11,4252.8447265625,7,1,4.3,144,87.8
2010-03-12,4253.3447265625,8,0,4.9,143,87.2
2010-03-15,4233.39453125,3,0,1.8,137,83.5
2010-03-16,4273.64453125,6,0,3.7,141,86.0
2010-03-17,4304.1943359375,9,0,5.5,144,87.8
2010-03-18,4306.59423828125,7,0,4.3,142,86.6
2010-03-19,4323.994140625,14,0,8.5,141,86.0
2010-03-22,4278.74462890625,14,0,8.5,139,84.8
2010-03-23,4287.2939453125,9,0,5.5,138,84.1
2010-03-25,4293.6943359375,15,0,9.1,137,83.5
2010-03-26,4312.9443359375,17,0,10.4,138,84.1
2010-03-29,4320.9443359375,15,0,9.1,140,85.4
2010-03-30,4313.1943359375,10,0,6.1,141,86.0
2010-03-31,4313.244140625,12,0,7.3,141,86.0
2010-04-01,4345.1943359375,12,0,7.3,142,86.6
2010-04-05,4403.89404296875,25,0,15.2,143,87.2
2010-04-06,4410.2939453125,19,0,11.5,143,86.7
2010-04-07,4424.9443359375,12,0,7.3,145,87.9
2010-04-08,4381.6943359375,8,0,4.8,145,87.9
2010-04-09,4410.0439453125,12,0,7.3,145,87.9
2010-04-12,4394.6943359375,14,0,8.5,146,88.5
2010-04-13,4383.34423828125,11,0,6.7,145,87.9
2010-04-15,4359.39404296875,19,0,11.5,143,86.7
2010-04-16,4342.244140625,12,0,7.3,140,84.8
2010-04-19,4290.1943359375,9,0,5.5,136,82.4
2010-04-20,4319.744140625,10,0,6.1,137,83.0
2010-04-21,4344.39404296875,20,0,12.1,140,84.8
2010-04-22,4356.59423828125,15,0,9.1,138,83.6
2010-04-23,4368.994140625,16,1,9.7,141,85.5
2010-04-26,4383.7939453125,14,1,8.5,143,86.7
2010-04-27,4378.2939453125,13,0,7.9,142,86.1
2010-04-28,4315.09423828125,5,1,3.0,139,84.2
2010-04-29,4338.244140625,12,1,7.3,141,85.5
2010-04-30,4368.09423828125,16,0,9.7,142,86.1
2010-05-03,4341.244140625,15,0,9.1,140,84.8
2010-05-04,4277.8447265625,15,1,9.1,135,81.8
2010-05-05,4271.49462890625,8,1,4.8,136,82.4
2010-05-06,4256.74462890625,8,0,4.8,134,81.2
2010-05-07,4182.24462890625,2,1,1.2,134,81.2
2010-05-10,4298.59423828125,7,1,4.2,137,83.0
2010-05-11,4249.99462890625,8,0,4.8,135,81.8
2010-05-12,4263.89453125,11,3,6.7,135,81.8
2010-05-13,4290.59423828125,18,2,10.9,139,84.2
2010-05-14,4236.64453125,17,2,10.3,139,84.2
2010-05-17,4213.24462890625,6,2,3.6,136,82.4
2010-05-18,4217.39453125,13,1,7.9,136,82.4
2010-05-19,4106.39453125,4,3,2.4,126,76.4
2010-05-20,4133.44482421875,4,1,2.4,126,76.4
2010-05-21,4101.5947265625,4,4,2.4,124,75.2
2010-05-24,4110.79443359375,10,0,6.1,124,75.2
2010-05-25,4001.894775390625,1,2,0.6,114,69.1
2010-05-26,4070.544677734375,1,2,0.6,121,73.3
2010-05-27,4125.74462890625,4,1,2.4,123,74.5
2010-05-28,4186.79443359375,7,0,4.2,129,78.2
2010-05-31,4226.5947265625,10,0,6.1,132,80.0
2010-06-01,4149.0947265625,7,0,4.2,124,75.2
2010-06-02,4189.74462890625,6,1,3.6,124,75.2
2010-06-03,4253.14453125,11,0,6.7,126,76.4
2010-06-04,4263.44482421875,9,0,5.5,127,77.0
2010-06-07,4189.99462890625,5,1,3.0,125,75.8
2010-06-08,4151.99462890625,8,1,4.8,119,72.1
2010-06-09,4171.99462890625,5,2,3.0,124,75.2
2010-06-10,4228.94482421875,10,0,6.1,124,75.2
2010-06-11,4247.24462890625,13,0,7.9,126,76.4
2010-06-14,4299.0439453125,4,0,2.4,130,78.8
2010-06-15,4314.7939453125,7,0,4.2,132,80.0
2010-06-16,4319.9443359375,10,0,6.1,132,80.0
2010-06-17,4344.2939453125,15,0,9.1,133,80.6
2010-06-18,4328.64404296875,12,0,7.3,131,79.4
2010-06-21,4388.6943359375,17,0,10.3,137,83.0
2010-06-22,4368.6943359375,19,0,11.5,136,82.4
2010-06-23,4379.744140625,15,0,9.1,136,82.4
2010-06-24,4372.34423828125,25,0,15.2,133,80.6
2010-06-25,4365.84423828125,11,0,6.7,130,78.8
2010-06-28,4429.244140625,13,0,7.9,135,81.8
2010-06-29,4383.744140625,17,0,10.3,131,79.4
2010-06-30,4420.6943359375,9,0,5.4,131,78.9
2010-07-01,4386.34423828125,10,0,6.0,133,80.1
2010-07-02,4382.5439453125,10,0,6.0,131,78.9
2010-07-05,4379.64404296875,10,0,6.0,130,78.3
2010-07-06,4413.6943359375,9,0,5.4,131,78.9
2010-07-07,4385.89404296875,9,0,5.4,129,77.7
2010-07-08,4424.34423828125,19,0,11.4,130,78.3
2010-07-09,4461.5439453125,15,0,9.0,134,80.7
2010-07-12,4474.6943359375,14,0,8.4,133,80.1
2010-07-13,4491.34423828125,9,0,5.4,132,79.5
2010-07-14,4479.244140625,10,0,6.0,132,79.5
2010-07-15,4468.4443359375,18,0,10.8,134,80.7
2010-07-16,4490.0439453125,23,0,13.9,135,81.3
2010-07-19,4488.9443359375,18,0,10.8,136,81.9
2010-07-20,4474.744140625,13,0,7.8,135,81.3
2010-07-21,4499.14404296875,14,0,8.4,135,81.3
2010-07-22,4528.64404296875,15,0,9.0,136,81.9
2010-07-23,4523.244140625,15,0,9.0,133,80.1
2010-07-26,4497.494140625,17,0,10.2,129,77.7
2010-07-27,4508.89404296875,5,0,3.0,130,78.3
2010-07-28,4494.59423828125,14,0,8.4,130,78.3
2010-07-29,4490.39404296875,11,0,6.6,128,77.1
2010-07-30,4475.14404296875,8,0,4.8,129,77.7
2010-08-02,4523.494140625,16,0,9.6,126,75.9
2010-08-03,4535.84423828125,16,0,9.6,125,75.3
2010-08-04,4551.84423828125,13,0,7.8,125,75.3
2010-08-05,4543.1943359375,22,0,13.3,122,73.5
2010-08-06,4539.84423828125,21,0,12.7,124,74.7
2010-08-09,4579.64404296875,22,0,13.3,123,74.1
2010-08-10,4557.6943359375,13,0,7.8,123,74.1
2010-08-11,4535.39404296875,12,0,7.2,124,74.7
2010-08-12,4544.6943359375,9,0,5.4,125,75.3
2010-08-13,4576.39404296875,20,0,12.0,125,75.3
2010-08-16,4554.4443359375,17,1,10.2,124,74.7
2010-08-17,4558.494140625,13,0,7.8,126,75.9
2010-08-18,4600.5439453125,16,0,9.6,127,76.5
2010-08-19,4631.84423828125,25,0,15.1,128,77.1
2010-08-20,4629.5439453125,19,0,11.4,131,78.9
2010-08-23,4655.74365234375,21,0,12.7,130,78.3
2010-08-24,4624.84423828125,14,0,8.4,129,77.7
2010-08-25,4581.994140625,8,0,4.8,128,77.1
2010-08-26,4592.744140625,7,1,4.2,126,75.9
2010-08-27,4550.89404296875,9,1,5.4,122,73.5
2010-08-30,4557.59423828125,5,0,3.0,124,74.7
2010-08-31,4537.244140625,3,1,1.8,125,75.3
2010-09-01,4603.4443359375,4,0,2.4,125,75.3
2010-09-02,4610.9443359375,10,0,6.0,126,75.9
2010-09-03,4623.64404296875,17,0,10.2,126,75.9
2010-09-06,4693.79345703125,33,0,19.9,132,79.5
2010-09-07,4712.1435546875,19,0,11.4,136,81.9
2010-09-08,4720.74365234375,20,0,12.0,135,81.3
2010-09-09,4740.34375,26,0,15.7,135,81.3
2010-09-13,4813.24365234375,34,1,20.5,139,83.7
2010-09-14,4828.54345703125,29,0,17.5,138,83.1
2010-09-15,4861.29345703125,27,0,16.3,143,86.1
2010-09-16,4824.1435546875,20,0,12.0,141,84.9
2010-09-17,4876.49365234375,14,0,8.4,143,86.1
2010-09-20,4929.99365234375,28,0,16.9,143,86.1
2010-09-21,4925.94384765625,20,0,12.0,143,86.1
2010-09-22,4909.09375,10,0,6.0,142,85.5
2010-09-23,4891.54345703125,9,0,5.4,141,84.9
2010-09-24,4934.19384765625,13,0,7.8,145,87.3
2010-09-27,4958.3935546875,25,0,15.1,145,87.3
2010-09-28,4960.6435546875,15,0,9.0,146,88.0
2010-09-29,4926.04345703125,15,1,9.0,144,86.2
2010-09-30,4925.1435546875,11,0,6.6,140,83.8
2010-10-01,5018.79345703125,22,0,13.2,145,86.8
2010-10-04,5039.64306640625,35,0,21.0,146,87.4
2010-10-05,5046.693359375,22,0,13.2,147,88.0
2010-10-06,5091.04296875,25,0,15.0,152,91.0
2010-10-07,5052.89306640625,21,0,12.6,153,91.6
2010-10-08,5032.64306640625,4,0,2.4,152,91.0
2010-10-11,5064.943359375,15,0,9.0,153,91.6
2010-10-12,5027.443359375,11,0,6.6,149,89.2
2010-10-13,5121.79296875,19,0,11.4,152,91.0
2010-10-14,5084.7431640625,25,0,15.0,150,89.8
2010-10-15,4998.69384765625,8,0,4.8,145,86.8
2010-10-18,5001.69384765625,6,1,3.6,144,86.2
2010-10-19,4975.24365234375,9,1,5.4,146,87.4
2010-10-20,4946.04345703125,3,1,1.8,143,85.1
2010-10-21,5035.89306640625,8,1,4.8,144,85.7
2010-10-22,5018.69384765625,11,2,6.5,144,85.7
2010-10-25,5046.943359375,17,1,10.1,143,85.1
2010-10-26,5031.09326171875,11,1,6.5,145,86.3
2010-10-27,4986.69384765625,11,1,6.5,143,84.6
2010-10-28,4962.3935546875,8,1,4.7,140,82.8
2010-10-29,4972.94384765625,11,2,6.5,138,81.7
2010-11-01,5052.943359375,20,2,11.8,139,82.2
2010-11-02,5060.84326171875,17,1,10.1,141,83.4
2010-11-03,5090.9931640625,12,1,7.1,141,83.4
2010-11-04,5170.7431640625,15,1,8.8,145,85.3
2010-11-08,5174.2431640625,22,0,12.9,145,85.3
2010-11-09,5198.29296875,17,0,10.0,146,85.9
2010-11-10,5186.14306640625,14,0,8.2,145,85.3
2010-11-11,5119.4931640625,18,0,10.6,144,84.7
2010-11-12,5012.29345703125,6,1,3.5,138,81.2
2010-11-15,5042.79296875,4,2,2.4,138,81.2
2010-11-16,4936.09375,3,5,1.8,126,74.1
2010-11-18,4940.04345703125,4,3,2.4,128,75.3
2010-11-19,4850.54345703125,4,4,2.4,120,70.6
2010-11-22,4936.84375,3,4,1.8,125,73.5
2010-11-23,4877.04345703125,2,5,1.2,122,71.8
2010-11-24,4819.04345703125,2,4,1.2,117,68.8
2010-11-25,4742.84375,2,11,1.2,107,62.9
2010-11-26,4677.49365234375,0,19,0.0,104,61.2
2010-11-29,4736.44384765625,1,4,0.6,105,61.8
2010-11-30,4781.3935546875,4,1,2.4,112,65.9
2010-12-01,4876.29345703125,5,0,2.9,119,70.0
2010-12-02,4916.19384765625,4,0,2.4,119,70.0
2010-12-03,4875.79345703125,3,0,1.8,111,65.3
2010-12-06,4867.1435546875,4,0,2.4,111,65.3
2010-12-07,4844.04345703125,2,2,1.2,110,64.7
2010-12-08,4774.44384765625,1,1,0.6,105,61.8
2010-12-09,4639.09423828125,1,4,0.6,99,58.2
2010-12-10,4713.29345703125,0,2,0.0,103,60.6
2010-12-13,4765.59375,0,0,0.0,110,64.7
2010-12-14,4808.79345703125,1,0,0.6,113,66.5
2010-12-15,4760.29345703125,2,0,1.2,109,64.1
2010-12-16,4794.94384765625,1,0,0.6,109,64.1
2010-12-20,4792.79345703125,2,0,1.2,110,64.7
2010-12-21,4834.79345703125,3,0,1.8,109,64.1
2010-12-22,4827.69384765625,2,0,1.2,112,65.9
2010-12-23,4821.1435546875,2,0,1.2,105,61.8
2010-12-24,4839.8935546875,1,1,0.6,104,61.2
2010-12-27,4827.8935546875,3,1,1.8,105,61.8
2010-12-28,4827.54345703125,2,0,1.2,108,63.5
2010-12-29,4873.54345703125,3,1,1.8,108,63.5
2010-12-30,4904.6435546875,2,0,1.2,110,64.7
2010-12-31,4940.94384765625,4,0,2.4,112,65.9
2011-01-03,4967.29345703125,4,0,2.4,111,65.3
2011-01-04,4957.09375,7,0,4.1,114,67.1
2011-01-05,4903.09375,6,0,3.5,109,64.1
2011-01-06,4865.04345703125,6,0,3.5,108,63.5
2011-01-07,4750.74365234375,3,0,1.8,101,59.4
2011-01-10,4636.1943359375,1,3,0.6,88,51.8
2011-01-11,4624.9443359375,2,5,1.2,87,51.2
2011-01-12,4709.84375,0,2,0.0,93,54.7
2011-01-13,4639.7939453125,0,0,0.0,87,51.2
2011-01-14,4566.744140625,0,3,0.0,84,49.4
2011-01-17,4553.64404296875,0,9,0.0,78,45.9
2011-01-18,4598.34423828125,2,8,1.2,80,47.1
2011-01-19,4583.84423828125,4,3,2.4,81,47.6
2011-01-20,4597.6943359375,3,3,1.8,82,48.2
2011-01-21,4592.6943359375,2,2,1.2,76,44.7
2011-01-24,4628.6943359375,1,1,0.6,81,47.6
2011-01-25,4589.494140625,0,3,0.0,82,48.2
2011-01-27,4513.994140625,1,7,0.6,69,40.6
2011-01-28,4427.494140625,0,20,0.0,59,34.7
2011-01-31,4424.59423828125,3,21,1.8,57,33.5
2011-02-01,4352.14404296875,0,10,0.0,49,28.8
2011-02-02,4362.34423828125,1,7,0.6,50,29.4
2011-02-03,4429.89404296875,0,6,0.0,53,31.2
2011-02-04,4339.5439453125,0,6,0.0,44,25.9
2011-02-07,4332.09423828125,0,16,0.0,45,26.5
2011-02-08,4255.69482421875,0,22,0.0,39,22.9
2011-02-09,4178.29443359375,0,36,0.0,31,18.2
2011-02-10,4164.29443359375,0,29,0.0,30,17.6
2011-02-11,4240.44482421875,0,6,0.0,33,19.4
2011-02-14,4365.744140625,1,1,0.6,47,27.6
2011-02-15,4384.59423828125,1,1,0.6,51,30.0
2011-02-16,4391.34423828125,0,0,0.0,55,32.4
2011-02-17,4439.994140625,0,0,0.0,57,33.5
2011-02-18,4365.2939453125,0,0,0.0,53,31.2
2011-02-21,4403.1943359375,0,1,0.0,53,31.2
2011-02-22,4363.4443359375,0,1,0.0,53,31.2
2011-02-23,4338.744140625,1,2,0.6,47,27.6
2011-02-24,4201.19482421875,1,8,0.6,40,23.5
2011-02-25,4226.74462890625,0,11,0.0,39,22.9
2011-02-28,4247.14453125,0,5,0.0,42,24.7
2011-03-01,4391.744140625,1,3,0.6,47,27.6
2011-03-03,4400.6943359375,2,1,1.2,49,28.8
2011-03-04,4403.744140625,1,2,0.6,54,31.8
2011-03-07,4346.5439453125,0,4,0.0,47,27.6
2011-03-08,4390.59423828125,1,1,0.6,50,29.4
2011-03-09,4404.2939453125,1,1,0.6,56,32.9
2011-03-10,4382.1943359375,1,1,0.6,54,31.8
2011-03-11,4343.6943359375,1,5,0.6,46,27.1
2011-03-14,4399.64404296875,1,4,0.6,47,27.6
2011-03-15,4334.6943359375,0,8,0.0,42,24.7
2011-03-16,4386.4443359375,0,2,0.0,44,25.9
2011-03-17,4346.89404296875,0,4,0.0,42,24.7
2011-03-18,4298.39404296875,1,4,0.6,39,22.9
2011-03-21,4289.2939453125,0,9,0.0,40,23.5
2011-03-22,4326.494140625,1,3,0.6,42,24.7
2011-03-23,4373.34423828125,0,3,0.0,48,28.2
2011-03-24,4406.64404296875,0,0,0.0,46,27.1
2011-03-25,4493.34423828125,0,1,0.0,52,30.6
2011-03-28,4518.2939453125,0,1,0.0,56,32.9
2011-03-29,4548.994140625,0,1,0.0,62,36.5
2011-03-30,4598.4443359375,0,1,0.0,67,39.4
2011-03-31,4626.4443359375,3,0,1.8,75,44.1
2011-04-01,4640.0439453125,1,2,0.6,80,47.1
2011-04-04,4707.19384765625,3,0,1.8,82,48.2
2011-04-05,4722.84375,4,0,2.4,85,50.0
2011-04-06,4718.59375,3,0,1.8,95,55.9
2011-04-07,4727.34375,3,0,1.8,96,56.5
2011-04-08,4684.49365234375,3,0,1.8,93,54.7
2011-04-11,4643.09423828125,2,0,1.2,83,48.8
2011-04-13,4730.49365234375,2,0,1.2,89,52.4
2011-04-15,4679.79345703125,2,0,1.2,88,51.8
2011-04-18,4608.994140625,3,1,1.8,79,46.5
2011-04-19,4617.6943359375,0,0,0.0,80,47.1
2011-04-20,4694.69384765625,3,0,1.8,89,52.4
2011-04-21,4711.54345703125,4,0,2.4,91,53.5
2011-04-25,4708.34375,3,0,1.8,96,56.5
2011-04-26,4704.84375,3,1,1.8,94,55.3
2011-04-27,4687.99365234375,8,0,4.7,94,55.3
2011-04-28,4650.4443359375,5,0,2.9,89,52.4
2011-04-29,4615.2939453125,6,0,3.5,85,50.0
2011-05-02,4573.64404296875,3,1,1.8,81,47.6
2011-05-03,4471.994140625,1,1,0.6,66,38.8
2011-05-04,4448.64404296875,0,1,0.0,65,38.2
2011-05-05,4390.59423828125,0,1,0.0,59,34.7
2011-05-06,4460.4443359375,1,1,0.6,67,39.2
2011-05-09,4463.994140625,3,1,1.8,72,42.1
2011-05-10,4458.1943359375,3,5,1.8,70,40.9
2011-05-11,4480.6943359375,0,1,0.0,77,45.0
2011-05-12,4424.59423828125,0,1,0.0,68,39.8
2011-05-13,4470.34423828125,0,1,0.0,75,43.9
2011-05-16,4436.09423828125,1,0,0.6,70,40.9
2011-05-17,4395.9443359375,3,2,1.8,66,38.6
2011-05-18,4375.244140625,1,3,0.6,67,39.2
2011-05-19,4372.0439453125,0,5,0.0,63,36.8
2011-05-20,4411.89404296875,0,3,0.0,65,38.0
2011-05-23,4338.244140625,2,7,1.2,57,33.3
2011-05-24,4347.1943359375,1,4,0.6,60,35.1
2011-05-25,4317.89404296875,0,6,0.0,61,35.7
2011-05-26,4354.9443359375,3,5,1.8,64,37.4
2011-05-27,4409.7939453125,3,1,1.8,68,39.8
2011-05-30,4421.64404296875,6,3,3.5,69,40.4
2011-05-31,4492.89404296875,10,2,5.8,77,45.0
2011-06-01,4517.7939453125,7,2,4.1,77,45.0
2011-06-02,4482.5439453125,4,2,2.3,73,42.7
2011-06-03,4457.89404296875,4,0,2.3,70,40.9
2011-06-06,4465.494140625,4,0,2.3,75,43.9
2011-06-07,4489.9443359375,2,0,1.2,78,45.6
2011-06-08,4473.244140625,5,0,2.9,75,43.9
2011-06-09,4468.2939453125,6,2,3.5,76,44.4
2011-06-10,4442.7939453125,6,2,3.5,70,40.9
2011-06-13,4444.34423828125,4,5,2.3,70,40.9
2011-06-14,4460.5439453125,7,2,4.1,77,45.0
2011-06-15,4422.994140625,5,1,2.9,70,40.7
2011-06-16,4384.64404296875,6,6,3.5,69,40.1
2011-06-17,4357.744140625,5,7,2.9,67,39.0
2011-06-20,4263.24462890625,2,16,1.2,58,33.7
2011-06-21,4268.3447265625,1,8,0.6,62,36.0
2011-06-22,4258.49462890625,0,12,0.0,59,34.3
2011-06-23,4281.0947265625,1,13,0.6,64,37.2
2011-06-24,4392.1943359375,2,3,1.2,67,39.0
2011-06-27,4439.34423828125,2,3,1.2,75,43.6
2011-06-28,4454.34423828125,4,1,2.3,76,44.2
2011-06-29,4492.2939453125,8,2,4.7,76,44.2
2011-06-30,4522.9443359375,10,0,5.8,78,45.3
2011-07-01,4522.0439453125,11,1,6.4,78,45.3
2011-07-04,4549.14404296875,8,1,4.7,76,44.2
2011-07-05,4537.09423828125,3,0,1.7,79,45.9
2011-07-06,4535.2939453125,5,0,2.9,78,45.3
2011-07-07,4607.84423828125,6,1,3.5,83,48.3
2011-07-08,4554.7939453125,9,1,5.2,81,47.1
2011-07-11,4523.0439453125,6,0,3.5,80,46.5
2011-07-12,4459.2939453125,6,2,3.5,78,45.3
2011-07-13,4508.39404296875,4,0,2.3,84,48.8
2011-07-14,4525.494140625,7,0,4.1,87,50.6
2011-07-15,4514.64404296875,7,1,4.1,87,50.6
2011-07-18,4509.744140625,10,0,5.8,92,53.5
2011-07-19,4538.744140625,11,0,6.4,93,54.1
2011-07-20,4498.09423828125,8,1,4.7,89,51.7
2011-07-21,4475.6943359375,10,3,5.8,86,50.0
2011-07-22,4544.2939453125,9,0,5.2,86,50.0
2011-07-25,4577.744140625,9,1,5.2,93,54.1
2011-07-26,4504.84423828125,7,2,4.1,88,51.2
2011-07-27,4491.2939453125,3,3,1.7,86,50.0
2011-07-28,4444.89404296875,3,5,1.7,83,48.3
2011-07-29,4424.0439453125,6,7,3.5,86,50.0
2011-08-01,4440.84423828125,8,10,4.7,88,51.2
2011-08-02,4392.9443359375,1,9,0.6,79,45.9
2011-08-03,4359.2939453125,0,18,0.0,76,44.2
2011-08-04,4311.5439453125,0,7,0.0,76,44.2
2011-08-05,4220.49462890625,0,26,0.0,74,43.0
2011-08-08,4150.49462890625,0,24,0.0,76,44.2
2011-08-09,4107.69482421875,0,26,0.0,71,41.3
2011-08-10,4182.24462890625,0,2,0.0,78,45.3
2011-08-11,4164.74462890625,2,4,1.2,75,43.6
2011-08-12,4121.3447265625,2,7,1.2,75,43.4
2011-08-16,4081.294677734375,1,16,0.6,72,41.6
2011-08-17,4081.294677734375,0,24,0.0,71,41.0
2011-08-18,3994.144775390625,0,28,0.0,62,35.8
2011-08-19,3925.794921875,1,42,0.6,58,33.5
2011-08-22,3970.494873046875,1,16,0.6,62,35.8
2011-08-23,4010.694580078125,4,4,2.3,65,37.6
2011-08-24,3970.094970703125,3,2,1.7,65,37.6
2011-08-25,3929.494873046875,1,8,0.6,62,35.8
2011-08-26,3851.544921875,0,28,0.0,57,32.9
2011-08-29,3977.344970703125,1,4,0.6,65,37.6
2011-08-30,4038.3447265625,3,2,1.7,67,38.7
2011-09-02,4070.89453125,5,3,2.9,68,39.3
2011-09-05,4063.14453125,4,6,2.3,68,39.3
2011-09-06,4093.194580078125,4,6,2.3,68,39.3
2011-09-07,4146.39453125,4,0,2.3,72,41.6
2011-09-08,4163.8447265625,1,0,0.6,76,43.9
2011-09-09,4098.0947265625,2,0,1.2,72,41.6
2011-09-12,4010.74462890625,2,7,1.2,67,38.7
2011-09-13,4007.0947265625,0,5,0.0,69,39.9
2011-09-14,4051.544677734375,1,5,0.6,72,41.6
2011-09-15,4096.99462890625,1,1,0.6,74,42.8
2011-09-16,4105.0947265625,0,1,0.0,74,42.8
2011-09-19,4072.044677734375,2,0,1.2,75,43.4
2011-09-20,4142.79443359375,3,3,1.7,75,43.4
2011-09-21,4150.54443359375,5,1,2.9,83,48.0
2011-09-22,3994.144775390625,2,4,1.2,69,39.9
2011-09-23,3952.094970703125,3,7,1.7,66,38.2
2011-09-26,3914.794921875,1,11,0.6,62,35.8
2011-09-27,4010.044677734375,0,4,0.0,68,39.3
2011-09-28,3987.44482421875,0,6,0.0,67,38.7
2011-09-29,4024.74462890625,0,10,0.0,66,38.2
2011-09-30,3978.344970703125,0,7,0.0,66,38.2
2011-10-03,3903.19482421875,1,20,0.6,65,37.6
2011-10-04,3843.69482421875,2,24,1.2,58,33.5
2011-10-05,3821.844970703125,0,20,0.0,54,31.2
2011-10-07,3913.94482421875,0,6,0.0,57,32.9
2011-10-10,3977.894775390625,1,3,0.6,61,35.3
2011-10-11,3981.844970703125,2,5,1.2,63,36.4
2011-10-12,4068.5947265625,0,4,0.0,68,39.3
2011-10-13,4058.294677734375,1,2,0.6,67,38.7
2011-10-14,4090.694580078125,1,3,0.6,68,39.3
2011-10-17,4083.794677734375,2,4,1.2,67,38.7
2011-10-18,4023.14453125,1,6,0.6,62,35.8
2011-10-19,4093.49462890625,1,0,0.6,67,38.7
2011-10-20,4057.3447265625,1,2,0.6,65,37.6
2011-10-21,4024.64453125,1,3,0.6,65,37.6
2011-10-24,4046.64453125,2,6,1.2,65,37.6
2011-10-25,4101.39453125,3,12,1.7,67,38.7
2011-10-28,4229.74462890625,7,0,4.0,84,48.6
2011-10-31,4215.89453125,2,0,1.2,81,46.8
2011-11-01,4170.74462890625,3,1,1.7,81,46.8
2011-11-02,4171.39453125,2,1,1.2,80,46.2
2011-11-03,4179.64453125,3,2,1.7,78,45.1
2011-11-04,4201.0947265625,4,1,2.3,79,45.7
2011-11-08,4203.04443359375,6,1,3.5,80,46.2
2011-11-09,4147.14453125,3,3,1.7,79,45.7
2011-11-11,4100.89453125,5,9,2.9,74,42.8
2011-11-14,4074.544677734375,5,10,2.9,72,41.6
2011-11-15,3996.94482421875,0,21,0.0,68,39.3
2011-11-16,3965.44482421875,0,28,0.0,63,36.4
2011-11-17,3894.744873046875,0,25,0.0,56,32.4
2011-11-18,3869.044921875,0,38,0.0,55,31.8
2011-11-21,3778.59521484375,0,23,0.0,45,26.0
2011-11-22,3800.59521484375,1,19,0.6,45,26.0
2011-11-23,3720.14501953125,0,31,0.0,41,23.7
2011-11-24,3762.84521484375,0,26,0.0,43,24.9
2011-11-25,3742.195068359375,1,5,0.6,47,27.2
2011-11-28,3839.544921875,1,1,0.6,53,30.6
2011-11-29,3803.9951171875,0,2,0.0,51,29.5
2011-11-30,3811.2451171875,0,6,0.0,51,29.5
2011-12-01,3878.594970703125,0,1,0.0,51,29.5
2011-12-02,3962.094970703125,2,0,1.2,60,34.7
2011-12-05,3957.744873046875,2,1,1.2,60,34.7
2011-12-07,3970.594970703125,2,1,1.1,61,35.1
2011-12-08,3883.744873046875,0,2,0.0,55,31.6
2011-12-09,3830.844970703125,0,6,0.0,48,27.6
2011-12-12,3751.045166015625,0,13,0.0,42,24.1
2011-12-13,3767.09521484375,0,17,0.0,43,24.7
2011-12-14,3736.59521484375,0,14,0.0,41,23.6
2011-12-15,3720.195068359375,0,28,0.0,33,19.0
2011-12-16,3647.945068359375,1,34,0.6,31,17.8
